Date,Population,Region
2021-07-18,372,far north central
2021-07-18,2366,far north east
2021-07-18,4729,north west
2021-07-18,4548,north central
2021-07-18,1609,north east
2021-07-18,11690,saskatoon
2021-07-18,833,central west
2021-07-18,2422,central east
2021-07-18,12167,regina
2021-07-18,1137,south west
2021-07-18,1915,south central
2021-07-18,2767,south east
2021-07-18,49433,total
2021-07-19,2741,far north west
2021-07-19,372,far north central
2021-07-19,2367,far north east
2021-07-19,4731,north west
2021-07-19,4549,north central
2021-07-19,1610,north east
2021-07-19,11696,saskatoon
2021-07-19,833,central west
2021-07-19,2422,central east
2021-07-19,12169,regina
2021-07-19,1137,south west
2021-07-19,1915,south central
2021-07-19,2768,south east
2021-07-19,49450,total
2021-07-20,2755,far north west
2021-07-20,372,far north central
2021-07-20,2370,far north east
2021-07-20,4733,north west
2021-07-20,4549,north central
2021-07-20,1610,north east
2021-07-20,11698,saskatoon
2021-07-20,833,central west
2021-07-20,2423,central east
2021-07-20,12169,regina
2021-07-20,1137,south west
2021-07-20,1915,south central
2021-07-20,2768,south east
2021-07-20,49472,total
2021-07-21,2779,far north west
2021-07-21,374,far north central
2021-07-21,2372,far north east
2021-07-21,4742,north west
2021-07-21,4551,north central
2021-07-21,1610,north east
2021-07-21,11703,saskatoon
2021-07-21,833,central west
2021-07-21,2423,central east
2021-07-21,12173,regina
2021-07-21,1138,south west
2021-07-21,1916,south central
2021-07-21,2768,south east
2021-07-21,49525,total
2021-07-22,2793,far north west
2021-07-22,374,far north central
2021-07-22,2373,far north east
2021-07-22,4745,north west
2021-07-22,4552,north central
2021-07-22,1610,north east
2021-07-22,11708,saskatoon
2021-07-22,833,central west
2021-07-22,2423,central east
2021-07-22,12178,regina
2021-07-22,1138,south west
2021-07-22,1917,south central
2021-07-22,2769,south east
2021-07-22,49556,total
2021-07-23,2803,far north west
2021-07-23,385,far north central
2021-07-23,2381,far north east
2021-07-23,4752,north west
2021-07-23,4552,north central
2021-07-23,1611,north east
2021-07-23,11712,saskatoon
2021-07-23,833,central west
2021-07-23,2426,central east
2021-07-23,12183,regina
2021-07-23,1138,south west
2021-07-23,1918,south central
2021-07-23,2771,south east
2021-07-23,49608,total
2021-07-24,2809,far north west
2021-07-24,387,far north central
2021-07-24,2391,far north east
2021-07-24,4755,north west
2021-07-24,4558,north central
2021-07-24,1612,north east
2021-07-24,11719,saskatoon
2021-07-24,833,central west
2021-07-24,2426,central east
2021-07-24,12192,regina
2021-07-24,1138,south west
2021-07-24,1918,south central
2021-07-24,2772,south east
2021-07-24,49656,total
2021-07-25,2814,far north west
2021-07-25,388,far north central
2021-07-25,2391,far north east
2021-07-25,4756,north west
2021-07-25,4561,north central
2021-07-25,1614,north east
2021-07-25,11722,saskatoon
2021-07-25,833,central west
2021-07-25,2427,central east
2021-07-25,12201,regina
2021-07-25,1138,south west
2021-07-25,1919,south central
2021-07-25,2776,south east
2021-07-25,49683,total
2021-07-26,2826,far north west
2021-07-26,389,far north central
2021-07-26,2411,far north east
2021-07-26,4756,north west
2021-07-26,4562,north central
2021-07-26,1614,north east
2021-07-26,11728,saskatoon
2021-07-26,833,central west
2021-07-26,2427,central east
2021-07-26,12201,regina
2021-07-26,1139,south west
2021-07-26,1920,south central
2021-07-26,2776,south east
2021-07-26,49727,total
2021-07-27,2843,far north west
2021-07-27,391,far north central
2021-07-27,2415,far north east
2021-07-27,4757,north west
2021-07-27,4565,north central
2021-07-27,1614,north east
2021-07-27,11728,saskatoon
2021-07-27,833,central west
2021-07-27,2429,central east
2021-07-27,12212,regina
2021-07-27,1139,south west
2021-07-27,1920,south central
2021-07-27,2777,south east
2021-07-27,49765,total
2021-07-28,2859,far north west
2021-07-28,399,far north central
2021-07-28,2416,far north east
2021-07-28,4762,north west
2021-07-28,4568,north central
2021-07-28,1615,north east
2021-07-28,11743,saskatoon
2021-07-28,835,central west
2021-07-28,2432,central east
2021-07-28,12219,regina
2021-07-28,1140,south west
2021-07-28,1921,south central
2021-07-28,2778,south east
2021-07-28,49830,total
2021-07-29,2868,far north west
2021-07-29,401,far north central
2021-07-29,2419,far north east
2021-07-29,4768,north west
2021-07-29,4572,north central
2021-07-29,1617,north east
2021-07-29,11752,saskatoon
2021-07-29,835,central west
2021-07-29,2433,central east
2021-07-29,12226,regina
2021-07-29,1140,south west
2021-07-29,1921,south central
2021-07-29,2783,south east
2021-07-29,49882,total
2021-07-30,2878,far north west
2021-07-30,402,far north central
2021-07-30,2430,far north east
2021-07-30,4770,north west
2021-07-30,4576,north central
2021-07-30,1617,north east
2021-07-30,11767,saskatoon
2021-07-30,839,central west
2021-07-30,2433,central east
2021-07-30,12228,regina
2021-07-30,1140,south west
2021-07-30,1923,south central
2021-07-30,2789,south east
2021-07-30,49940,total
2021-07-31,2906,far north west
2021-07-31,408,far north central
2021-07-31,2435,far north east
2021-07-31,4775,north west
2021-07-31,4582,north central
2021-07-31,1618,north east
2021-07-31,11779,saskatoon
2021-07-31,839,central west
2021-07-31,2435,central east
2021-07-31,12234,regina
2021-07-31,1143,south west
2021-07-31,1925,south central
2021-07-31,2797,south east
2021-07-31,50024,total
2021-08-01,2916,far north west
2021-08-01,410,far north central
2021-08-01,2436,far north east
2021-08-01,4780,north west
2021-08-01,4584,north central
2021-08-01,1618,north east
2021-08-01,11786,saskatoon
2021-08-01,839,central west
2021-08-01,2437,central east
2021-08-01,12234,regina
2021-08-01,1143,south west
2021-08-01,1928,south central
2021-08-01,2802,south east
2021-08-01,50067,total
2021-08-02,2920,far north west
2021-08-02,413,far north central
2021-08-02,2446,far north east
2021-08-02,4780,north west
2021-08-02,4587,north central
2021-08-02,1619,north east
2021-08-02,11788,saskatoon
2021-08-02,839,central west
2021-08-02,2437,central east
2021-08-02,12238,regina
2021-08-02,1146,south west
2021-08-02,1928,south central
2021-08-02,2803,south east
2021-08-02,50096,total
2021-08-03,2922,far north west
2021-08-03,413,far north central
2021-08-03,2453,far north east
2021-08-03,4781,north west
2021-08-03,4594,north central
2021-08-03,1619,north east
2021-08-03,11792,saskatoon
2021-08-03,839,central west
2021-08-03,2437,central east
2021-08-03,12238,regina
2021-08-03,1149,south west
2021-08-03,1928,south central
2021-08-03,2805,south east
2021-08-03,50120,total
2021-08-04,2936,far north west
2021-08-04,415,far north central
2021-08-04,2459,far north east
2021-08-04,4783,north west
2021-08-04,4599,north central
2021-08-04,1619,north east
2021-08-04,11805,saskatoon
2021-08-04,840,central west
2021-08-04,2440,central east
2021-08-04,12239,regina
2021-08-04,1152,south west
2021-08-04,1929,south central
2021-08-04,2811,south east
2021-08-04,50181,total
2021-08-05,2942,far north west
2021-08-05,417,far north central
2021-08-05,2461,far north east
2021-08-05,4788,north west
2021-08-05,4602,north central
2021-08-05,1621,north east
2021-08-05,11826,saskatoon
2021-08-05,842,central west
2021-08-05,2441,central east
2021-08-05,12244,regina
2021-08-05,1154,south west
2021-08-05,1931,south central
2021-08-05,2827,south east
2021-08-05,50251,total
2021-08-06,2948,far north west
2021-08-06,419,far north central
2021-08-06,2465,far north east
2021-08-06,4796,north west
2021-08-06,4611,north central
2021-08-06,1622,north east
2021-08-06,11846,saskatoon
2021-08-06,846,central west
2021-08-06,2444,central east
2021-08-06,12246,regina
2021-08-06,1164,south west
2021-08-06,1937,south central
2021-08-06,2840,south east
2021-08-06,50338,total
2021-08-07,2962,far north west
2021-08-07,422,far north central
2021-08-07,2480,far north east
2021-08-07,4802,north west
2021-08-07,4625,north central
2021-08-07,1626,north east
2021-08-07,11887,saskatoon
2021-08-07,850,central west
2021-08-07,2449,central east
2021-08-07,12257,regina
2021-08-07,1166,south west
2021-08-07,1941,south central
2021-08-07,2853,south east
2021-08-07,50477,total
2021-08-08,2968,far north west
2021-08-08,428,far north central
2021-08-08,2481,far north east
2021-08-08,4806,north west
2021-08-08,4632,north central
2021-08-08,1629,north east
2021-08-08,11911,saskatoon
2021-08-08,850,central west
2021-08-08,2453,central east
2021-08-08,12262,regina
2021-08-08,1169,south west
2021-08-08,1943,south central
2021-08-08,2866,south east
2021-08-08,50558,total
2021-08-09,2973,far north west
2021-08-09,429,far north central
2021-08-09,2482,far north east
2021-08-09,4808,north west
2021-08-09,4644,north central
2021-08-09,1632,north east
2021-08-09,11923,saskatoon
2021-08-09,854,central west
2021-08-09,2454,central east
2021-08-09,12267,regina
2021-08-09,1172,south west
2021-08-09,1946,south central
2021-08-09,2870,south east
2021-08-09,50614,total
2021-08-10,2985,far north west
2021-08-10,433,far north central
2021-08-10,2494,far north east
2021-08-10,4810,north west
2021-08-10,4650,north central
2021-08-10,1632,north east
2021-08-10,11941,saskatoon
2021-08-10,855,central west
2021-08-10,2455,central east
2021-08-10,12273,regina
2021-08-10,1173,south west
2021-08-10,1947,south central
2021-08-10,2874,south east
2021-08-10,50679,total
2021-08-11,2986,far north west
2021-08-11,436,far north central
2021-08-11,2518,far north east
2021-08-11,4820,north west
2021-08-11,4657,north central
2021-08-11,1636,north east
2021-08-11,11964,saskatoon
2021-08-11,857,central west
2021-08-11,2459,central east
2021-08-11,12278,regina
2021-08-11,1177,south west
2021-08-11,1949,south central
2021-08-11,2879,south east
2021-08-11,50771,total
2021-08-12,3005,far north west
2021-08-12,438,far north central
2021-08-12,2547,far north east
2021-08-12,4829,north west
2021-08-12,4666,north central
2021-08-12,1641,north east
2021-08-12,11982,saskatoon
2021-08-12,858,central west
2021-08-12,2466,central east
2021-08-12,12280,regina
2021-08-12,1192,south west
2021-08-12,1956,south central
2021-08-12,2896,south east
2021-08-12,50912,total
2021-08-13,3017,far north west
2021-08-13,440,far north central
2021-08-13,2562,far north east
2021-08-13,4834,north west
2021-08-13,4687,north central
2021-08-13,1645,north east
2021-08-13,12000,saskatoon
2021-08-13,859,central west
2021-08-13,2470,central east
2021-08-13,12287,regina
2021-08-13,1196,south west
2021-08-13,1970,south central
2021-08-13,2910,south east
2021-08-13,51034,total
2021-08-14,3022,far north west
2021-08-14,443,far north central
2021-08-14,2582,far north east
2021-08-14,4838,north west
2021-08-14,4712,north central
2021-08-14,1649,north east
2021-08-14,12039,saskatoon
2021-08-14,861,central west
2021-08-14,2472,central east
2021-08-14,12290,regina
2021-08-14,1197,south west
2021-08-14,1978,south central
2021-08-14,2921,south east
2021-08-14,51162,total
2021-08-15,3027,far north west
2021-08-15,447,far north central
2021-08-15,2584,far north east
2021-08-15,4851,north west
2021-08-15,4727,north central
2021-08-15,1659,north east
2021-08-15,12076,saskatoon
2021-08-15,864,central west
2021-08-15,2478,central east
2021-08-15,12297,regina
2021-08-15,1206,south west
2021-08-15,1988,south central
2021-08-15,2929,south east
2021-08-15,51305,total
2021-08-16,3036,far north west
2021-08-16,448,far north central
2021-08-16,2589,far north east
2021-08-16,4856,north west
2021-08-16,4741,north central
2021-08-16,1667,north east
2021-08-16,12098,saskatoon
2021-08-16,864,central west
2021-08-16,2487,central east
2021-08-16,12300,regina
2021-08-16,1214,south west
2021-08-16,1991,south central
2021-08-16,2930,south east
2021-08-16,51390,total
2021-08-17,3048,far north west
2021-08-17,449,far north central
2021-08-17,2596,far north east
2021-08-17,4861,north west
2021-08-17,4760,north central
2021-08-17,1679,north east
2021-08-17,12125,saskatoon
2021-08-17,866,central west
2021-08-17,2495,central east
2021-08-17,12306,regina
2021-08-17,1217,south west
2021-08-17,1992,south central
2021-08-17,2932,south east
2021-08-17,51499,total
2021-08-18,3055,far north west
2021-08-18,454,far north central
2021-08-18,2626,far north east
2021-08-18,4870,north west
2021-08-18,4780,north central
2021-08-18,1682,north east
2021-08-18,12154,saskatoon
2021-08-18,866,central west
2021-08-18,2498,central east
2021-08-18,12320,regina
2021-08-18,1222,south west
2021-08-18,1998,south central
2021-08-18,2940,south east
2021-08-18,51630,total
2021-08-19,3082,far north west
2021-08-19,455,far north central
2021-08-19,2633,far north east
2021-08-19,4885,north west
2021-08-19,4797,north central
2021-08-19,1716,north east
2021-08-19,12196,saskatoon
2021-08-19,870,central west
2021-08-19,2518,central east
2021-08-19,12334,regina
2021-08-19,1228,south west
2021-08-19,1999,south central
2021-08-19,2948,south east
2021-08-19,51821,total
2021-08-20,3091,far north west
2021-08-20,456,far north central
2021-08-20,2651,far north east
2021-08-20,4896,north west
2021-08-20,4822,north central
2021-08-20,1750,north east
2021-08-20,12250,saskatoon
2021-08-20,876,central west
2021-08-20,2527,central east
2021-08-20,12369,regina
2021-08-20,1231,south west
2021-08-20,2015,south central
2021-08-20,2961,south east
2021-08-20,52065,total
2021-08-21,3097,far north west
2021-08-21,458,far north central
2021-08-21,2665,far north east
2021-08-21,4908,north west
2021-08-21,4843,north central
2021-08-21,1772,north east
2021-08-21,12287,saskatoon
2021-08-21,877,central west
2021-08-21,2538,central east
2021-08-21,12394,regina
2021-08-21,1240,south west
